enrollment_id,facility_id,enrollment_month,age_band,enrolled_count,subsidized_count,record_created
ENR001259,FAC0035,2025-07,School-Age,8,4,2025-07-05
ENR001260,FAC0035,2025-07,Toddler,12,8,2025-07-04
ENR001261,FAC0035,2025-08,School-Age,25,18,2025-08-27
ENR001262,FAC0035,2025-08,Infant,35,24,2025-08-13
ENR001263,FAC0035,2025-09,Kindergarten,13,10,2025-09-06
ENR001264,FAC0035,2025-09,Infant,18,9,2025-09-24
ENR001265,FAC0035,2025-09,Toddler,6,3,2025-09-21
ENR001266,FAC0035,2025-09,Preschool,17,11,2025-09-04
ENR001267,FAC0035,2025-10,Preschool,13,6,2025-10-05
ENR001268,FAC0035,2025-10,Toddler,4,1,2025-10-14
ENR001269,FAC0035,2025-10,Infant,7,3,2025-10-06
ENR001270,FAC0035,2025-11,Infant,15,10,2025-11-19
ENR001271,FAC0035,2025-11,Preschool,11,7,2025-11-02
ENR001272,FAC0035,2025-11,Kindergarten,22,16,2025-11-28
ENR001273,FAC0035,2025-12,Kindergarten,30,23,2025-12-04
ENR001274,FAC0035,2025-12,Preschool,23,20,2025-12-02
ENR001275,FAC0036,2025-01,Kindergarten,14,8,2025-01-02
ENR001276,FAC0036,2025-01,School-Age,8,5,2025-01-02
ENR001277,FAC0036,2025-02,Infant,9,5,2025-02-20
ENR001278,FAC0036,2025-02,Kindergarten,13,5,2025-02-19
ENR001279,FAC0036,2025-03,Kindergarten,13,9,2025-03-14
ENR001280,FAC0036,2025-03,Toddler,11,9,2025-03-16
ENR001281,FAC0036,2025-04,Infant,5,2,2025-04-20
ENR001282,FAC0036,2025-04,School-Age,6,2,2025-04-18
ENR001283,FAC0036,2025-04,Preschool,4,2,2025-04-27
ENR001284,FAC0036,2025-04,Kindergarten,8,4,2025-04-21
ENR001285,FAC0036,2025-05,Toddler,7,4,2025-05-19
ENR001286,FAC0036,2025-05,School-Age,14,11,2025-05-28
ENR001287,FAC0036,2025-06,School-Age,4,1,2025-06-03
ENR001288,FAC0036,2025-06,Toddler,9,6,2025-06-24
ENR001289,FAC0036,2025-06,Kindergarten,8,6,2025-06-03
ENR001290,FAC0036,2025-07,Kindergarten,5,4,2025-07-14
ENR001291,FAC0036,2025-07,Toddler,10,6,2025-07-09
ENR001292,FAC0036,2025-07,Preschool,8,7,2025-07-15
ENR001293,FAC0036,2025-08,Preschool,5,3,2025-08-04
ENR001294,FAC0036,2025-08,Toddler,10,6,2025-08-17
ENR001295,FAC0036,2025-08,Kindergarten,4,3,2025-08-04
ENR001296,FAC0036,2025-09,Kindergarten,11,4,2025-09-27
ENR001297,FAC0036,2025-09,Toddler,8,5,2025-09-01
ENR001298,FAC0036,2025-09,Infant,11,4,2025-09-09
ENR001299,FAC0036,2025-10,Kindergarten,5,4,2025-10-15
ENR001300,FAC0036,2025-10,Infant,18,14,2025-10-27
ENR001301,FAC0036,2025-11,Toddler,4,2,2025-11-25
ENR001302,FAC0036,2025-11,School-Age,10,7,2025-11-08
ENR001303,FAC0036,2025-11,Preschool,11,6,2025-11-27
ENR001304,FAC0036,2025-12,Preschool,5,4,2025-12-04
ENR001305,FAC0036,2025-12,Kindergarten,7,4,2025-12-16
ENR001306,FAC0036,2025-12,Toddler,8,7,2025-12-21
ENR001307,FAC0036,2025-12,School-Age,6,3,2025-12-08
ENR001308,FAC0037,2025-01,Infant,14,12,2025-01-17
ENR001309,FAC0037,2025-01,Toddler,9,6,2025-01-21
ENR001310,FAC0037,2025-01,Preschool,36,29,2025-01-12
ENR001311,FAC0037,2025-02,Infant,8,6,2025-02-04
ENR001312,FAC0037,2025-02,School-Age,25,18,2025-02-26
ENR001313,FAC0037,2025-02,Toddler,18,10,2025-02-01
ENR001314,FAC0037,2025-02,Kindergarten,16,8,2025-02-20
ENR001315,FAC0037,2025-03,Infant,28,20,2025-03-15
ENR001316,FAC0037,2025-03,Preschool,17,7,2025-03-16
ENR001317,FAC0037,2025-03,School-Age,26,24,2025-03-28
ENR001318,FAC0037,2025-03,Kindergarten,26,12,2025-03-19
ENR001319,FAC0037,2025-04,School-Age,10,9,2025-04-07
ENR001320,FAC0037,2025-04,Infant,13,11,2025-04-06
ENR001321,FAC0037,2025-05,Infant,6,4,2025-05-11
ENR001322,FAC0037,2025-05,Kindergarten,26,20,2025-05-20
ENR001323,FAC0037,2025-05,Toddler,26,11,2025-05-25
ENR001324,FAC0037,2025-06,Toddler,23,21,2025-06-21
ENR001325,FAC0037,2025-06,Preschool,10,6,2025-06-14
ENR001326,FAC0037,2025-06,Kindergarten,37,16,2025-06-12
ENR001327,FAC0037,2025-07,Toddler,21,8,2025-07-08
ENR001328,FAC0037,2025-07,Kindergarten,5,4,2025-07-11
ENR001329,FAC0037,2025-07,Preschool,8,4,2025-07-20
ENR001330,FAC0037,2025-07,School-Age,24,14,2025-07-11
ENR001331,FAC0037,2025-08,Infant,20,16,2025-08-23
ENR001332,FAC0037,2025-08,School-Age,26,22,2025-08-09
ENR001333,FAC0037,2025-08,Preschool,18,11,2025-08-16
ENR001334,FAC0037,2025-08,Kindergarten,26,15,2025-08-16
ENR001335,FAC0037,2025-09,Toddler,16,12,2025-09-20
ENR001336,FAC0037,2025-09,School-Age,20,14,2025-09-18
ENR001337,FAC0037,2025-09,Infant,13,6,2025-09-23
ENR001338,FAC0037,2025-09,Kindergarten,4,3,2025-09-12
ENR001339,FAC0037,2025-10,School-Age,26,23,2025-10-19
ENR001340,FAC0037,2025-10,Kindergarten,8,4,2025-10-23
ENR001341,FAC0037,2025-10,Preschool,25,19,2025-10-06
ENR001342,FAC0037,2025-10,Infant,7,5,2025-10-21
ENR001343,FAC0037,2025-11,Toddler,15,9,2025-11-19
ENR001344,FAC0037,2025-11,School-Age,56,51,2025-11-12
ENR001345,FAC0037,2025-12,Infant,14,8,2025-12-04
ENR001346,FAC0037,2025-12,School-Age,31,27,2025-12-03
ENR001347,FAC0037,2025-12,Toddler,10,9,2025-12-07
ENR001348,FAC0038,2025-01,Infant,38,19,2025-01-21
ENR001349,FAC0038,2025-01,Kindergarten,26,13,2025-01-12
ENR001350,FAC0038,2025-02,Preschool,4,2,2025-02-20
ENR001351,FAC0038,2025-02,Kindergarten,10,5,2025-02-23
ENR001352,FAC0038,2025-02,Toddler,8,7,2025-02-26
ENR001353,FAC0038,2025-02,School-Age,21,15,2025-02-11
ENR001354,FAC0038,2025-03,Infant,25,23,2025-03-14
ENR001355,FAC0038,2025-03,Kindergarten,29,18,2025-03-12
ENR001356,FAC0038,2025-04,Toddler,13,11,2025-04-14
ENR001357,FAC0038,2025-04,Preschool,14,9,2025-04-22
ENR001358,FAC0038,2025-04,Infant,20,17,2025-04-26
ENR001359,FAC0038,2025-04,School-Age,28,14,2025-04-13
ENR001360,FAC0038,2025-05,Kindergarten,25,10,2025-05-22
ENR001361,FAC0038,2025-05,Infant,5,4,2025-05-28
ENR001362,FAC0038,2025-05,Preschool,18,13,2025-05-24
ENR001363,FAC0038,2025-05,Toddler,19,10,2025-05-21
ENR001364,FAC0038,2025-06,School-Age,6,4,2025-06-11
ENR001365,FAC0038,2025-06,Toddler,8,5,2025-06-12
ENR001366,FAC0038,2025-06,Kindergarten,30,26,2025-06-26
ENR001367,FAC0038,2025-07,Kindergarten,33,25,2025-07-21
ENR001368,FAC0038,2025-07,School-Age,33,26,2025-07-21
ENR001369,FAC0038,2025-08,Kindergarten,9,4,2025-08-15
ENR001370,FAC0038,2025-08,Preschool,6,3,2025-08-07
ENR001371,FAC0038,2025-08,Toddler,17,12,2025-08-10
ENR001372,FAC0038,2025-08,School-Age,17,11,2025-08-18
ENR001373,FAC0038,2025-09,Preschool,47,31,2025-09-16
ENR001374,FAC0038,2025-09,Kindergarten,7,6,2025-09-10
ENR001375,FAC0038,2025-10,School-Age,24,14,2025-10-26
ENR001376,FAC0038,2025-10,Preschool,4,2,2025-10-09
ENR001377,FAC0038,2025-10,Kindergarten,23,13,2025-10-28
ENR001378,FAC0038,2025-10,Toddler,5,3,2025-10-16
ENR001379,FAC0038,2025-11,Preschool,31,25,2025-11-13
ENR001380,FAC0038,2025-11,School-Age,20,9,2025-11-19
ENR001381,FAC0038,2025-11,Kindergarten,27,13,2025-11-09
ENR001382,FAC0038,2025-12,School-Age,5,2,2025-12-18
ENR001383,FAC0038,2025-12,Kindergarten,21,19,2025-12-22
ENR001384,FAC0038,2025-12,Infant,11,7,2025-12-23
ENR001385,FAC0039,2025-01,School-Age,38,29,2025-01-14
ENR001386,FAC0039,2025-01,Kindergarten,28,19,2025-01-20
ENR001387,FAC0039,2025-02,Preschool,29,17,2025-02-09
ENR001388,FAC0039,2025-02,Kindergarten,33,14,2025-02-06
ENR001389,FAC0039,2025-02,Toddler,38,16,2025-02-01
ENR001390,FAC0039,2025-03,Infant,37,30,2025-03-20
ENR001391,FAC0039,2025-03,Preschool,32,22,2025-03-13
ENR001392,FAC0039,2025-04,Toddler,31,16,2025-04-10
ENR001393,FAC0039,2025-04,Kindergarten,39,35,2025-04-25
ENR001394,FAC0039,2025-04,School-Age,32,26,2025-04-23
ENR001395,FAC0039,2025-04,Infant,30,13,2025-04-13
ENR001396,FAC0039,2025-05,Kindergarten,42,24,2025-05-22
ENR001397,FAC0039,2025-05,School-Age,25,23,2025-05-02
ENR001398,FAC0039,2025-06,Kindergarten,43,34,2025-06-16
ENR001399,FAC0039,2025-06,Toddler,26,11,2025-06-26
ENR001400,FAC0039,2025-06,Preschool,42,18,2025-06-05
ENR001401,FAC0039,2025-07,Kindergarten,37,17,2025-07-03
ENR001402,FAC0039,2025-07,Preschool,42,29,2025-07-10
ENR001403,FAC0039,2025-07,School-Age,25,10,2025-07-27
ENR001404,FAC0039,2025-08,Infant,41,31,2025-08-14
ENR001405,FAC0039,2025-08,Preschool,45,40,2025-08-22
ENR001406,FAC0039,2025-09,Infant,26,17,2025-09-05
ENR001407,FAC0039,2025-09,School-Age,40,34,2025-09-27
ENR001408,FAC0039,2025-10,School-Age,37,27,2025-10-23
ENR001409,FAC0039,2025-10,Preschool,44,23,2025-10-23
ENR001410,FAC0039,2025-11,Preschool,39,18,2025-11-03
ENR001411,FAC0039,2025-11,School-Age,38,16,2025-11-22
ENR001412,FAC0039,2025-12,Infant,30,28,2025-12-23
ENR001413,FAC0039,2025-12,Preschool,34,23,2025-12-25
ENR001414,FAC0039,2025-12,School-Age,45,33,2025-12-17
ENR001415,FAC0039,2025-12,Kindergarten,27,16,2025-12-14
ENR001416,FAC0040,2025-01,Kindergarten,20,14,2025-01-19
ENR001417,FAC0040,2025-01,Toddler,11,9,2025-01-04
ENR001418,FAC0040,2025-01,Preschool,20,8,2025-01-02
ENR001419,FAC0040,2025-02,Toddler,19,9,2025-02-27
ENR001420,FAC0040,2025-02,Kindergarten,14,6,2025-02-14
ENR001421,FAC0040,2025-03,Preschool,12,8,2025-03-05
ENR001422,FAC0040,2025-03,Toddler,16,14,2025-03-26
ENR001423,FAC0040,2025-03,Kindergarten,11,9,2025-03-13
ENR001424,FAC0040,2025-03,School-Age,9,8,2025-03-14
ENR001425,FAC0040,2025-04,Preschool,12,4,2025-04-14
ENR001426,FAC0040,2025-04,Infant,13,8,2025-04-21
ENR001427,FAC0040,2025-04,Kindergarten,5,2,2025-04-06
ENR001428,FAC0040,2025-04,School-Age,13,6,2025-04-13
ENR001429,FAC0040,2025-05,Infant,19,11,2025-05-11
ENR001430,FAC0040,2025-05,Preschool,14,11,2025-05-05
ENR001431,FAC0040,2025-06,Toddler,23,18,2025-06-17
ENR001432,FAC0040,2025-06,Infant,21,19,2025-06-27
ENR001433,FAC0040,2025-06,Kindergarten,16,10,2025-06-01
ENR001434,FAC0040,2025-07,Kindergarten,8,5,2025-07-27
ENR001435,FAC0040,2025-07,Toddler,4,2,2025-07-17
ENR001436,FAC0040,2025-07,School-Age,7,4,2025-07-22
ENR001437,FAC0040,2025-07,Infant,5,2,2025-07-03
ENR001438,FAC0040,2025-08,Infant,10,6,2025-08-26
ENR001439,FAC0040,2025-08,Preschool,28,18,2025-08-19
ENR001440,FAC0040,2025-09,Infant,19,16,2025-09-02
ENR001441,FAC0040,2025-09,Preschool,10,6,2025-09-02
ENR001442,FAC0040,2025-09,School-Age,21,13,2025-09-22
ENR001443,FAC0040,2025-10,Kindergarten,4,3,2025-10-28
ENR001444,FAC0040,2025-10,Toddler,23,20,2025-10-23
ENR001445,FAC0040,2025-10,School-Age,19,8,2025-10-10
ENR001446,FAC0040,2025-11,School-Age,22,11,2025-11-02
ENR001447,FAC0040,2025-11,Kindergarten,6,5,2025-11-06
ENR001448,FAC0040,2025-11,Toddler,12,5,2025-11-13
ENR001449,FAC0040,2025-12,Preschool,16,8,2025-12-18
ENR001450,FAC0040,2025-12,Kindergarten,6,2,2025-12-08
ENR001451,FAC0040,2025-12,Toddler,8,5,2025-12-26
ENR001452,FAC0040,2025-12,Infant,6,2,2025-12-01
ENR001453,FAC0041,2025-01,School-Age,14,8,2025-01-06
ENR001454,FAC0041,2025-01,Kindergarten,8,3,2025-01-10
ENR001455,FAC0041,2025-02,Preschool,22,20,2025-02-04
ENR001456,FAC0041,2025-02,Kindergarten,6,3,2025-02-21
ENR001457,FAC0041,2025-02,Toddler,9,7,2025-02-01
ENR001458,FAC0041,2025-03,School-Age,19,12,2025-03-07
ENR001459,FAC0041,2025-03,Infant,23,16,2025-03-06
ENR001460,FAC0041,2025-03,Kindergarten,18,10,2025-03-05
ENR001461,FAC0041,2025-04,School-Age,11,7,2025-04-07
ENR001462,FAC0041,2025-04,Kindergarten,23,10,2025-04-18
ENR001463,FAC0041,2025-04,Preschool,4,1,2025-04-28
ENR001464,FAC0041,2025-05,Infant,21,16,2025-05-27
ENR001465,FAC0041,2025-05,Kindergarten,16,7,2025-05-24
ENR001466,FAC0041,2025-05,Preschool,19,12,2025-05-10
ENR001467,FAC0041,2025-06,Toddler,17,8,2025-06-15
ENR001468,FAC0041,2025-06,Infant,18,13,2025-06-03
ENR001469,FAC0041,2025-06,Preschool,11,5,2025-06-21
ENR001470,FAC0041,2025-06,Kindergarten,18,10,2025-06-21
ENR001471,FAC0041,2025-07,Kindergarten,15,9,2025-07-01
ENR001472,FAC0041,2025-07,School-Age,7,3,2025-07-08
ENR001473,FAC0041,2025-07,Infant,11,7,2025-07-12
ENR001474,FAC0041,2025-07,Toddler,10,7,2025-07-12
ENR001475,FAC0041,2025-08,Preschool,13,10,2025-08-07
ENR001476,FAC0041,2025-08,Toddler,11,8,2025-08-28
ENR001477,FAC0041,2025-08,Kindergarten,8,6,2025-08-22
ENR001478,FAC0041,2025-09,Toddler,16,10,2025-09-13
ENR001479,FAC0041,2025-09,Preschool,9,8,2025-09-03
ENR001480,FAC0041,2025-09,School-Age,7,3,2025-09-08
ENR001481,FAC0041,2025-09,Kindergarten,18,9,2025-09-25
ENR001482,FAC0041,2025-10,Infant,5,2,2025-10-01
ENR001483,FAC0041,2025-10,School-Age,17,12,2025-10-27
ENR001484,FAC0041,2025-10,Preschool,9,5,2025-10-26
ENR001485,FAC0041,2025-10,Kindergarten,17,10,2025-10-26
ENR001486,FAC0041,2025-11,Preschool,16,12,2025-11-12
ENR001487,FAC0041,2025-11,Kindergarten,5,4,2025-11-16
ENR001488,FAC0041,2025-11,Toddler,15,8,2025-11-04
ENR001489,FAC0041,2025-11,School-Age,11,6,2025-11-11
ENR001490,FAC0041,2025-12,Infant,17,10,2025-12-15
ENR001491,FAC0041,2025-12,Kindergarten,15,8,2025-12-24
ENR001492,FAC0041,2025-12,School-Age,17,8,2025-12-02
ENR001493,FAC0041,2025-12,Preschool,14,11,2025-12-04
ENR001494,FAC0042,2025-01,Preschool,21,12,2025-01-04
ENR001495,FAC0042,2025-01,Infant,24,13,2025-01-26
ENR001496,FAC0042,2025-02,Toddler,15,8,2025-02-25
ENR001497,FAC0042,2025-02,Infant,10,5,2025-02-02
ENR001498,FAC0042,2025-02,School-Age,21,10,2025-02-23
ENR001499,FAC0042,2025-02,Kindergarten,12,6,2025-02-03
ENR001500,FAC0042,2025-03,Preschool,7,3,2025-03-02
ENR001501,FAC0042,2025-03,Kindergarten,15,6,2025-03-15
ENR001502,FAC0042,2025-03,School-Age,7,5,2025-03-03
ENR001503,FAC0042,2025-03,Infant,19,12,2025-03-15
ENR001504,FAC0042,2025-04,Infant,13,5,2025-04-02
ENR001505,FAC0042,2025-04,Preschool,9,4,2025-04-11
ENR001506,FAC0042,2025-04,Toddler,17,7,2025-04-28
ENR001507,FAC0042,2025-05,Preschool,5,3,2025-05-04
ENR001508,FAC0042,2025-05,School-Age,4,3,2025-05-08
ENR001509,FAC0042,2025-05,Kindergarten,21,17,2025-05-05
ENR001510,FAC0042,2025-05,Toddler,13,11,2025-05-23
ENR001511,FAC0042,2025-06,Toddler,5,2,2025-06-25
ENR001512,FAC0042,2025-06,School-Age,18,10,2025-06-27
ENR001513,FAC0042,2025-06,Preschool,19,16,2025-06-15
ENR001514,FAC0042,2025-06,Kindergarten,4,2,2025-06-01
ENR001515,FAC0042,2025-07,Infant,7,5,2025-07-23
ENR001516,FAC0042,2025-07,School-Age,23,18,2025-07-19
ENR001517,FAC0042,2025-07,Toddler,13,8,2025-07-12
ENR001518,FAC0042,2025-07,Kindergarten,21,13,2025-07-19
ENR001519,FAC0042,2025-08,Preschool,12,9,2025-08-02
ENR001520,FAC0042,2025-08,School-Age,15,7,2025-08-28
ENR001521,FAC0042,2025-08,Toddler,17,11,2025-08-03
ENR001522,FAC0042,2025-08,Kindergarten,21,12,2025-08-02
ENR001523,FAC0042,2025-09,Kindergarten,26,20,2025-09-26
ENR001524,FAC0042,2025-09,Preschool,24,14,2025-09-15
ENR001525,FAC0042,2025-09,School-Age,19,8,2025-09-02
ENR001526,FAC0042,2025-10,Infant,28,25,2025-10-03
ENR001527,FAC0042,2025-10,Toddler,34,25,2025-10-14
ENR001528,FAC0042,2025-11,Preschool,24,18,2025-11-09
ENR001529,FAC0042,2025-11,School-Age,30,19,2025-11-17
ENR001530,FAC0042,2025-11,Toddler,9,4,2025-11-28
ENR001531,FAC0042,2025-12,Infant,26,12,2025-12-22
ENR001532,FAC0042,2025-12,Kindergarten,12,7,2025-12-14
ENR001533,FAC0042,2025-12,Toddler,23,10,2025-12-15
ENR001534,FAC0043,2025-01,Toddler,18,10,2025-01-09
ENR001535,FAC0043,2025-01,School-Age,26,16,2025-01-02
ENR001536,FAC0043,2025-02,Preschool,12,5,2025-02-21
ENR001537,FAC0043,2025-02,Toddler,26,11,2025-02-25
ENR001538,FAC0043,2025-02,Kindergarten,22,15,2025-02-18
ENR001539,FAC0043,2025-03,Preschool,31,24,2025-03-21
ENR001540,FAC0043,2025-03,Infant,24,9,2025-03-25
ENR001541,FAC0043,2025-03,Kindergarten,21,17,2025-03-26
ENR001542,FAC0043,2025-04,Toddler,4,3,2025-04-07
ENR001543,FAC0043,2025-04,Kindergarten,21,17,2025-04-03
ENR001544,FAC0043,2025-04,Preschool,19,9,2025-04-05
ENR001545,FAC0043,2025-05,Preschool,19,18,2025-05-19
ENR001546,FAC0043,2025-05,Kindergarten,32,21,2025-05-23
ENR001547,FAC0043,2025-06,Toddler,6,4,2025-06-28
ENR001548,FAC0043,2025-06,Kindergarten,7,6,2025-06-24
ENR001549,FAC0043,2025-06,Preschool,10,5,2025-06-25
ENR001550,FAC0043,2025-06,School-Age,13,12,2025-06-02
ENR001551,FAC0043,2025-07,Toddler,30,17,2025-07-23
ENR001552,FAC0043,2025-07,Infant,29,27,2025-07-22
ENR001553,FAC0043,2025-07,Kindergarten,26,16,2025-07-04
ENR001554,FAC0043,2025-08,Infant,12,5,2025-08-04
ENR001555,FAC0043,2025-08,Kindergarten,11,10,2025-08-05
ENR001556,FAC0043,2025-08,Preschool,14,11,2025-08-22
ENR001557,FAC0043,2025-09,Infant,28,22,2025-09-05
ENR001558,FAC0043,2025-09,Toddler,33,23,2025-09-09
ENR001559,FAC0043,2025-10,Infant,20,11,2025-10-05
ENR001560,FAC0043,2025-10,Kindergarten,5,3,2025-10-22
ENR001561,FAC0043,2025-10,School-Age,21,16,2025-10-22
ENR001562,FAC0043,2025-10,Toddler,16,10,2025-10-16
ENR001563,FAC0043,2025-11,Preschool,9,6,2025-11-13
ENR001564,FAC0043,2025-11,Kindergarten,19,17,2025-11-25
ENR001565,FAC0043,2025-11,School-Age,16,13,2025-11-06
ENR001566,FAC0043,2025-11,Infant,14,9,2025-11-02
ENR001567,FAC0043,2025-12,Infant,14,9,2025-12-03
ENR001568,FAC0043,2025-12,Preschool,43,25,2025-12-14
ENR001569,FAC0044,2025-01,Kindergarten,50,46,2025-01-17
ENR001570,FAC0044,2025-01,School-Age,33,17,2025-01-08
ENR001571,FAC0044,2025-02,Kindergarten,16,9,2025-02-24
ENR001572,FAC0044,2025-02,Toddler,54,27,2025-02-09
ENR001573,FAC0044,2025-03,Toddler,19,9,2025-03-02
ENR001574,FAC0044,2025-03,School-Age,39,32,2025-03-20
ENR001575,FAC0044,2025-04,Preschool,22,13,2025-04-13
ENR001576,FAC0044,2025-04,Kindergarten,8,5,2025-04-26
ENR001577,FAC0044,2025-04,Toddler,13,5,2025-04-05
ENR001578,FAC0044,2025-05,School-Age,23,14,2025-05-24
ENR001579,FAC0044,2025-05,Kindergarten,32,15,2025-05-01
ENR001580,FAC0044,2025-05,Toddler,30,16,2025-05-06
ENR001581,FAC0044,2025-06,Toddler,15,7,2025-06-03
ENR001582,FAC0044,2025-06,School-Age,8,3,2025-06-13
ENR001583,FAC0044,2025-06,Kindergarten,23,12,2025-06-23
ENR001584,FAC0044,2025-06,Preschool,14,7,2025-06-20
ENR001585,FAC0044,2025-07,Preschool,25,20,2025-07-24
ENR001586,FAC0044,2025-07,Kindergarten,21,18,2025-07-25
ENR001587,FAC0044,2025-07,Infant,19,16,2025-07-07
ENR001588,FAC0044,2025-08,Kindergarten,5,2,2025-08-14
ENR001589,FAC0044,2025-08,Toddler,49,28,2025-08-25
ENR001590,FAC0044,2025-09,Preschool,31,25,2025-09-09
ENR001591,FAC0044,2025-09,School-Age,34,14,2025-09-10
ENR001592,FAC0044,2025-09,Infant,20,14,2025-09-21
ENR001593,FAC0044,2025-10,School-Age,23,18,2025-10-06
ENR001594,FAC0044,2025-10,Preschool,17,15,2025-10-10
ENR001595,FAC0044,2025-10,Infant,27,19,2025-10-08
ENR001596,FAC0044,2025-11,Preschool,18,9,2025-11-05
ENR001597,FAC0044,2025-11,School-Age,26,12,2025-11-20
ENR001598,FAC0044,2025-11,Infant,8,6,2025-11-21
ENR001599,FAC0044,2025-11,Kindergarten,27,15,2025-11-03
ENR001600,FAC0044,2025-12,School-Age,8,6,2025-12-10
ENR001601,FAC0044,2025-12,Kindergarten,9,6,2025-12-21
ENR001602,FAC0044,2025-12,Preschool,19,16,2025-12-26
ENR001603,FAC0044,2025-12,Infant,14,10,2025-12-11
ENR001604,FAC0045,2025-01,Infant,4,3,2025-01-22
ENR001605,FAC0045,2025-01,Preschool,17,15,2025-01-21
ENR001606,FAC0045,2025-02,Infant,8,7,2025-02-07
ENR001607,FAC0045,2025-02,School-Age,8,5,2025-02-19
ENR001608,FAC0045,2025-02,Toddler,11,9,2025-02-11
ENR001609,FAC0045,2025-02,Kindergarten,5,3,2025-02-23
ENR001610,FAC0045,2025-03,Preschool,10,5,2025-03-12
ENR001611,FAC0045,2025-03,Kindergarten,17,14,2025-03-25
ENR001612,FAC0045,2025-03,Toddler,19,13,2025-03-10
ENR001613,FAC0045,2025-03,Infant,20,14,2025-03-28
ENR001614,FAC0045,2025-04,Infant,11,8,2025-04-10
ENR001615,FAC0045,2025-04,Toddler,31,29,2025-04-26
ENR001616,FAC0045,2025-05,School-Age,13,6,2025-05-21
ENR001617,FAC0045,2025-05,Kindergarten,25,20,2025-05-16
ENR001618,FAC0045,2025-05,Infant,6,4,2025-05-16
ENR001619,FAC0045,2025-05,Toddler,14,8,2025-05-23
ENR001620,FAC0045,2025-06,Infant,21,17,2025-06-13
ENR001621,FAC0045,2025-06,Preschool,21,17,2025-06-14
ENR001622,FAC0045,2025-06,Toddler,11,4,2025-06-11
ENR001623,FAC0045,2025-07,Preschool,34,30,2025-07-11
ENR001624,FAC0045,2025-07,Infant,24,20,2025-07-27
ENR001625,FAC0045,2025-07,School-Age,8,6,2025-07-26
ENR001626,FAC0045,2025-08,Toddler,22,13,2025-08-17
ENR001627,FAC0045,2025-08,Kindergarten,24,16,2025-08-16
ENR001628,FAC0045,2025-09,Kindergarten,4,3,2025-09-08
ENR001629,FAC0045,2025-09,School-Age,13,6,2025-09-17
ENR001630,FAC0045,2025-10,Infant,32,21,2025-10-16
ENR001631,FAC0045,2025-10,Toddler,55,36,2025-10-13
ENR001632,FAC0045,2025-11,Toddler,11,6,2025-11-22
ENR001633,FAC0045,2025-11,School-Age,37,16,2025-11-09
ENR001634,FAC0045,2025-11,Kindergarten,33,25,2025-11-25
ENR001635,FAC0045,2025-12,Kindergarten,32,14,2025-12-07
ENR001636,FAC0045,2025-12,Preschool,14,5,2025-12-25
ENR001637,FAC0045,2025-12,Toddler,27,21,2025-12-18
ENR001638,FAC0046,2025-01,Preschool,8,7,2025-01-08
ENR001639,FAC0046,2025-01,Infant,9,7,2025-01-12
ENR001640,FAC0046,2025-01,Kindergarten,7,3,2025-01-20
ENR001641,FAC0046,2025-02,Preschool,7,4,2025-02-26
ENR001642,FAC0046,2025-02,Toddler,5,3,2025-02-22
ENR001643,FAC0046,2025-02,Kindergarten,8,6,2025-02-08
ENR001644,FAC0046,2025-02,Infant,9,8,2025-02-01
ENR001645,FAC0046,2025-03,Toddler,4,1,2025-03-16
ENR001646,FAC0046,2025-03,Infant,9,5,2025-03-07
ENR001647,FAC0046,2025-03,Preschool,10,4,2025-03-26
ENR001648,FAC0046,2025-03,Kindergarten,6,2,2025-03-19
ENR001649,FAC0046,2025-04,Kindergarten,20,14,2025-04-21
ENR001650,FAC0046,2025-04,Preschool,23,12,2025-04-26
ENR001651,FAC0046,2025-05,School-Age,22,13,2025-05-10
ENR001652,FAC0046,2025-05,Kindergarten,5,4,2025-05-23
ENR001653,FAC0046,2025-06,Preschool,4,2,2025-06-20
ENR001654,FAC0046,2025-06,School-Age,12,10,2025-06-04
ENR001655,FAC0046,2025-06,Toddler,6,4,2025-06-27
ENR001656,FAC0046,2025-07,Toddler,8,4,2025-07-12
ENR001657,FAC0046,2025-07,Preschool,7,4,2025-07-14
ENR001658,FAC0046,2025-08,Infant,7,4,2025-08-27
ENR001659,FAC0046,2025-08,Preschool,7,5,2025-08-09
ENR001660,FAC0046,2025-08,Kindergarten,4,2,2025-08-21
ENR001661,FAC0046,2025-08,Toddler,4,1,2025-08-04
ENR001662,FAC0046,2025-09,Kindergarten,8,5,2025-09-27
ENR001663,FAC0046,2025-09,School-Age,6,4,2025-09-08
ENR001664,FAC0046,2025-09,Toddler,8,7,2025-09-27
ENR001665,FAC0046,2025-09,Infant,9,5,2025-09-01
ENR001666,FAC0046,2025-10,Preschool,10,7,2025-10-04
ENR001667,FAC0046,2025-10,Infant,10,6,2025-10-06
ENR001668,FAC0046,2025-10,Toddler,4,2,2025-10-20
ENR001669,FAC0046,2025-10,Kindergarten,8,6,2025-10-04
ENR001670,FAC0046,2025-11,Infant,14,10,2025-11-01
ENR001671,FAC0046,2025-11,School-Age,9,8,2025-11-19
ENR001672,FAC0046,2025-11,Toddler,14,12,2025-11-15
ENR001673,FAC0046,2025-12,Infant,5,3,2025-12-03
ENR001674,FAC0046,2025-12,School-Age,14,9,2025-12-10
ENR001675,FAC0046,2025-12,Kindergarten,7,4,2025-12-19
ENR001676,FAC0047,2025-01,Preschool,14,8,2025-01-25
ENR001677,FAC0047,2025-01,Kindergarten,13,8,2025-01-02
